sistema,num_cicloestacion,nombre,calle_principal,calle_secundaria,colonia,alcaldia,latitud,longitud,tipo_ce,candados
ECOBICI,1,Río Sena - Río Balsas,Río Sena,Río Balsas,Cuauhtémoc,CUAUHTEMOC,19.4335895,-99.1678193,4G,27
ECOBICI,2,Río Guadalquivir - Río Nazas,Río Guadalquivir,Río Nazas,Cuauhtémoc,CUAUHTEMOC,19.43051,-99.171201,3G,21
ECOBICI,3,Reforma - Insurgentes,Reforma,Insurgentes,Tabacalera,CUAUHTEMOC,19.43163,-99.158547,4G,36
ECOBICI,4,Río Nilo - Río Pánuco,Río Nilo,Río Pánuco,Cuauhtémoc,CUAUHTEMOC,19.428491,-99.171693,3G,15
ECOBICI,5,Río Pánuco - Río Tíber,Río Pánuco,Río Tíber,Cuauhtémoc,CUAUHTEMOC,19.429804,-99.169451,3G,12
ECOBICI,6,Río Pánuco - Río Sena,Río Pánuco,Río Sena,Cuauhtémoc,CUAUHTEMOC,19.430963,-99.166986,3G,15
ECOBICI,7,Río Elba - Río Lerma,Río Elba,Río Lerma,Cuauhtémoc,CUAUHTEMOC,19.425355,-99.17515,3G,24
ECOBICI,8,Reforma - General Prim,Reforma,General Prim,Tabacalera,CUAUHTEMOC,19.431256,-99.158153,3G,12
ECOBICI,9,Río Guadalquivir - Río Lerma,Río Guadalquivir,Río Lerma,Cuauhtémoc,CUAUHTEMOC,19.428184,-99.170013,3G,24
ECOBICI,10,Reforma - Ramírez,Reforma,Ramírez,Tabacalera,CUAUHTEMOC,19.433431,-99.155142,4G,36
ECOBICI,11,Río Amazonas - Río Lerma,Río Amazonas,Río Lerma,Cuauhtémoc,CUAUHTEMOC,19.431192,-99.163546,3G,15
ECOBICI,12,Río Lerma - Villalongín,Río Lerma,Villalongín,Cuauhtémoc,CUAUHTEMOC,19.432223,-99.161686,3G,15
ECOBICI,13,Reforma - Río Mississippi,Reforma,Río Mississippi,Cuauhtémoc,CUAUHTEMOC,19.424941,-99.17233,4G,36
ECOBICI,14,Reforma - Río de la Plata,Reforma,Río de la Plata,Cuauhtémoc,CUAUHTEMOC,19.42454,-99.173247,3G,36
ECOBICI,15,Reforma - Río Mississippi,Reforma,Río Mississippi,Cuauhtémoc,CUAUHTEMOC,19.425597,-99.171409,4G,24
ECOBICI,16,Reforma - Río Tíber,Reforma,Río Tíber,Cuauhtémoc,CUAUHTEMOC,19.426898,-99.168422,3G,36
ECOBICI,17,Reforma - Río Tíber,Reforma,Río Tíber,Cuauhtémoc,CUAUHTEMOC,19.427553,-99.167396,4G,27
ECOBICI,18,Reforma - Río Rhin,Reforma,Río Rhin,Cuauhtémoc,CUAUHTEMOC,19.428802,-99.164381,4G,36
ECOBICI,19,Reforma - Río Rhin,Reforma,Río Rhin,Cuauhtémoc,CUAUHTEMOC,19.429453,-99.16283,4G,24
ECOBICI,20,Reforma - Río Támesis,Reforma,Río Támesis,Cuauhtémoc,CUAUHTEMOC,19.430907,-99.160148,3G,24
ECOBICI,21,Reforma - Dublín,Reforma,Dublín,Juárez,CUAUHTEMOC,19.424784,-99.172119,4G,27
ECOBICI,22,Reforma - Manchester,Reforma,Manchester,Juárez,CUAUHTEMOC,19.424784,-99.172119,4G,36
ECOBICI,23,Reforma - Praga,Reforma,Praga,Juárez,CUAUHTEMOC,19.42528,-99.171099,3G,36
ECOBICI,24,Reforma - Varsovia,Reforma,Varsovia,Juárez,CUAUHTEMOC,19.426614,-99.168078,4G,27
ECOBICI,25,Reforma - Estocolmo,Reforma,Estocolmo,Juárez,CUAUHTEMOC,19.427338,-99.16672,3G,27
ECOBICI,26,Reforma - Versalles,Reforma,Versalles,Juárez,CUAUHTEMOC,19.432595,-99.154995,4G,18
ECOBICI,27,Reforma - Havre,Reforma,Havre,Juárez,CUAUHTEMOC,19.42916,-99.162703,4G,36
ECOBICI,28,Toledo - Tokio,Toledo,Tokio,Juárez,CUAUHTEMOC,19.423664,-99.172568,3G,27
ECOBICI,29,Reforma - Bucareli,Reforma,Bucareli,Centro,CUAUHTEMOC,19.434944,-99.150295,4G,36
ECOBICI,30,Hamburgo - Génova,Hamburgo,Génova,Juárez,CUAUHTEMOC,19.426384,-99.164255,4G,36
ECOBICI,31,Hamburgo - Insurgentes,Hamburgo,Insurgentes,Juárez,CUAUHTEMOC,19.427937,-99.161245,3G,36
ECOBICI,32,Londres - Sevilla,Londres,Sevilla,Juárez,CUAUHTEMOC,19.4226672,-99.1699751,3G,36
ECOBICI,33,Londres - Florencia,Londres,Florencia,Juárez,CUAUHTEMOC,19.424187,-99.166497,Multimedial,24
ECOBICI,34,Liverpool - Génova,Liverpool,Génova,Juárez,CUAUHTEMOC,19.424584,-99.163688,3G,36
ECOBICI,35,Liverpool - Génova,Liverpool,Génova,Juárez,CUAUHTEMOC,19.424558,-99.163518,4G,36
ECOBICI,36,Puebla - Veracruz,Puebla,Veracruz,Roma Norte,CUAUHTEMOC,19.41966,-99.17588,4G,33
ECOBICI,37,Guadalajara - Puebla,Guadalajara,Puebla,Roma Norte,CUAUHTEMOC,19.4204398,-99.1727208,3G,21
ECOBICI,38,Cozumel - Puebla,Cozumel,Puebla,Roma Norte,CUAUHTEMOC,19.4208433,-99.1713729,3G,36
ECOBICI,39,Puebla - Medellín,Puebla,Medellín,Roma Norte,CUAUHTEMOC,19.421762,-99.166931,3G,21
ECOBICI,40,Oaxaca - Puebla,Oaxaca,Puebla,Roma Norte,CUAUHTEMOC,19.422379,-99.164137,3G,24
ECOBICI,41,Reforma - De la República,Reforma,De la República,Tabacalera,CUAUHTEMOC,19.43542,-99.150317,4G,36
ECOBICI,42,Sinaloa - Valladolid,Sinaloa,Valladolid,Roma Norte,CUAUHTEMOC,19.420627,-99.16821,3G,24
ECOBICI,43,Juárez - Dr. Mora,Juárez,Dr. Mora,Centro,CUAUHTEMOC,19.4351365,-99.1460756,4G,33
ECOBICI,44,Durango - Veracruz,Durango,Veracruz,Roma Norte,CUAUHTEMOC,19.418141,-99.174709000000007,3G,27
ECOBICI,45,Durango - Sonora,Durango,Sonora,Roma Norte,CUAUHTEMOC,19.418749,-99.171942,4G,36
ECOBICI,46,Durango - Salamanca,Durango,Salamanca,Roma Norte,CUAUHTEMOC,19.41919,-99.169764,3G,36
ECOBICI,47,Plaza Madrid - Medellín,Plaza Madrid,Medellín,Roma Norte,CUAUHTEMOC,19.41955,-99.166214,4G,24
ECOBICI,48,Independencia - Azueta,Independencia,Azueta,Centro,CUAUHTEMOC,19.433705,-99.146665,3G,12
ECOBICI,49,Mazatlán - Juan de la Barrera,Mazatlán,Juan de la Barrera,Condesa,CUAUHTEMOC,19.41689,-99.17562,3G,36
ECOBICI,50,Cuernavaca - Veracruz,Cuernavaca,Veracruz,Condesa,CUAUHTEMOC,19.416886,-99.173591,3G,27
ECOBICI,51,Colima - Oaxaca,Colima,Oaxaca,Roma Norte,CUAUHTEMOC,19.418031,-99.168435,3G,27
ECOBICI,52,Hidalgo - Trujano,Hidalgo,Trujano,Centro,CUAUHTEMOC,19.436208,-99.141931,4G,21
ECOBICI,53,Fernando Montes de Oca - Tula,Fernando Montes de Oca,Tula,Condesa,CUAUHTEMOC,19.4148233,-99.1783527,3G,15
ECOBICI,54,Parque España - Sonora,Parque España,Sonora,Condesa,CUAUHTEMOC,19.416163,-99.170795,4G,36
ECOBICI,55,5 de Mayo - Bolívar,5 de Mayo,Bolívar,Centro,CUAUHTEMOC,19.434514,-99.138068,4G,15
ECOBICI,56,Álvaro Obregón - Medellín,Álvaro Obregón,Medellín,Roma Norte,CUAUHTEMOC,19.417102,-99.165607,3G,36
ECOBICI,57,Cuernavaca - Juan Escutia,Cuernavaca,Juan Escutia,Condesa,CUAUHTEMOC,19.414968,-99.174766,3G,12
ECOBICI,58,Parque España - Juan de la Barrera,Parque España,Juan de la Barrera,Condesa,CUAUHTEMOC,19.415358,-99.171902,3G,27
ECOBICI,59,Popocatépetl - Ámsterdam,Popocatépetl,Ámsterdam,Hipódromo,CUAUHTEMOC,19.415237,-99.16659,3G,36
ECOBICI,60,Mazatlán - Fernando Montes de Oca,Mazatlán,Fernando Montes de Oca,Condesa,CUAUHTEMOC,19.414119,-99.177214,3G,36
ECOBICI,61,Avenida México - Sonora,Avenida México,Sonora,Hipódromo,CUAUHTEMOC,19.413789,-99.169427,4G,36
ECOBICI,62,Fernando Montes de Oca - Amatlán,Fernando Montes de Oca,Amatlán,Condesa,CUAUHTEMOC,19.413314,-99.175225,3G,18
ECOBICI,63,Nuevo León - Laredo,Nuevo León,Laredo,Hipódromo,CUAUHTEMOC,19.41299,-99.171675,4G,36
ECOBICI,64,Sonora - Ámsterdam,Sonora,Ámsterdam,Hipódromo,CUAUHTEMOC,19.412982,-99.166936,3G,36
ECOBICI,65,Marconi - Tacuba,Marconi,Tacuba,Centro,CUAUHTEMOC,19.436522,-99.139811,4G,18
ECOBICI,66,Mazatlán - Francisco Márquez,Mazatlán,Francisco Márquez,Condesa,CUAUHTEMOC,19.411825,-99.178456,3G,27
ECOBICI,67,Vicente Suárez - Michoacán,Vicente Suárez,Michoacán,Condesa,CUAUHTEMOC,19.411703,-99.175753,3G,24
ECOBICI,68,Tamaulipas - Michoacán,Tamaulipas,Michoacán,Condesa,CUAUHTEMOC,19.411771,-99.173783,4G,30
ECOBICI,69,Michoacán - Ámsterdam,Michoacán,Ámsterdam,Hipódromo,CUAUHTEMOC,19.410797,-99.168143,3G,21
ECOBICI,70,Parque México - Michoacán,Parque México,Michoacán,Hipódromo,CUAUHTEMOC,19.41128,-99.169825,4G,36
ECOBICI,71,Ámsterdam - Michoacán,Ámsterdam,Michoacán,Hipódromo,CUAUHTEMOC,19.411361,-99.171271,3G,36
ECOBICI,72,Mazatlán - Alfonso Reyes,Mazatlán,Alfonso Reyes,Hipódromo Condesa,CUAUHTEMOC,19.409859,-99.179565,3G,27
ECOBICI,73,Campeche - Tamaulipas,Campeche,Tamaulipas,Hipódromo Condesa,CUAUHTEMOC,19.410073,-99.175542,3G,36
ECOBICI,74,Nuevo León - Ozuluama,Nuevo León,Ozuluama,Hipódromo,CUAUHTEMOC,19.410468,-99.172802,3G,27
ECOBICI,75,Alfonso Reyes - Atlixco,Alfonso Reyes,Atlixco,Hipódromo Condesa,CUAUHTEMOC,19.408676,-99.176759,3G,15
ECOBICI,76,Chilpancingo - Campeche,Chilpancingo,Campeche,Hipódromo,CUAUHTEMOC,19.4086886,-99.169938,3G,21
ECOBICI,77,Choapan - Tamaulipas,Choapan,Tamaulipas,Hipódromo,CUAUHTEMOC,19.406745,-99.178272,3G,15
ECOBICI,78,Benjamín Hill - Tamaulipas,Benjamín Hill,Tamaulipas,Hipódromo,CUAUHTEMOC,19.407512,-99.177361,4G,36
ECOBICI,79,Saltillo - Alfonso Reyes,Saltillo,Alfonso Reyes,Hipódromo,CUAUHTEMOC,19.407479,-99.174403,3G,27
ECOBICI,80,Nuevo León - Aguascalientes,Nuevo León,Aguascalientes,Hipódromo,CUAUHTEMOC,19.407233,-99.172131,3G,36
ECOBICI,81,Aguascalientes - Insurgentes,Aguascalientes,Insurgentes,Hipódromo,CUAUHTEMOC,19.407927,-99.168734,3G,27
ECOBICI,82,Independencia - Marroquí,Independencia,Marroquí,Centro,CUAUHTEMOC,19.433344,-99.14404,4G,12
ECOBICI,83,Alfonso Reyes - Nuevo León,Alfonso Reyes,Nuevo León,Hipódromo,CUAUHTEMOC,19.40655,-99.172275,4G,15
ECOBICI,84,Chilpancingo - Tlaxcala,Chilpancingo,Tlaxcala,Hipódromo,CUAUHTEMOC,19.406872,-99.169572,3G,21
ECOBICI,85,José Rosas Moreno - Sullivan,José Rosas Moreno,Sullivan,San Rafael,CUAUHTEMOC,19.434081,-99.162434,3G,15
ECOBICI,86,Sullivan - Insurgentes,Sullivan,Insurgentes,San Rafael,CUAUHTEMOC,19.432452,-99.15924,4G,21
ECOBICI,87,Gante - Venustiano Carranza,Gante,Venustiano Carranza,Centro,CUAUHTEMOC,19.432024,-99.139705,4G,24
ECOBICI,88,2da cerrada de 5 de Mayo - Palma,2da cerrada de 5 de Mayo,Palma,Centro,CUAUHTEMOC,19.433757,-99.135331,3G,15
ECOBICI,89,República de Guatemala - Monte de Piedad,República de Guatemala,Monte de Piedad,Centro,CUAUHTEMOC,19.434962,-99.133729,4G,12
ECOBICI,90,José María Pino Suárez - Corregidora,José María Pino Suárez,Corregidora,Centro,CUAUHTEMOC,19.43144,-99.132513,4G,27
ECOBICI,91,República de Cuba - Allende,República de Cuba,Allende,Centro,CUAUHTEMOC,19.4374,-99.137571,3G,21
ECOBICI,92,San Ildefonso - República de Argentina,San Ildefonso,República de Argentina,Centro,CUAUHTEMOC,19.436531,-99.131497,3G,21
ECOBICI,93,Palma Norte - República de Cuba,Palma Norte,República de Cuba,Centro,CUAUHTEMOC,19.436741,-99.134811,3G,36
ECOBICI,94,Lic. Primo de Verdad - Moneda,Lic. Primo de Verdad,Moneda,Centro,CUAUHTEMOC,19.433766,-99.130918,3G,24
ECOBICI,95,20 de Noviembre - Venustiano Carranza,20 de Noviembre,Venustiano Carranza,Centro,CUAUHTEMOC,19.430722,-99.133698,3G,18
ECOBICI,96,López - Ayuntamiento,López,Ayuntamiento,Centro,CUAUHTEMOC,19.430625,-99.14248,3G,36
ECOBICI,97,República de Salvador - Pino Suárez,República de Salvador,Pino Suárez,Centro,CUAUHTEMOC,19.429189,-99.132759,4G,27
ECOBICI,98,Emilio Dondé - Av. Balderas,Emilio Dondé,Av. Balderas,Centro,CUAUHTEMOC,19.430267,-99.14861,3G,36
ECOBICI,99,Ernesto Pugibet - Luis Moya,Ernesto Pugibet,Luis Moya,Centro,CUAUHTEMOC,19.429947,-99.14591,3G,30
ECOBICI,100,20 de Noviembre - Mesones,20 de Noviembre,Mesones,Centro,CUAUHTEMOC,19.428485,-99.1338,3G,24
ECOBICI,101,1er. Callejón de Mesones - Mesones,1er. Callejón de Mesones,Mesones,Centro,CUAUHTEMOC,19.428366,-99.135895,3G,33
ECOBICI,102,Echeveste - Bolívar,Echeveste,Bolívar,Centro,CUAUHTEMOC,19.428214,-99.139494,3G,15
ECOBICI,103,Joaquín Velázquez de León - García Icazbalceta,Joaquín Velázquez de León,García Icazbalceta,San Rafael,CUAUHTEMOC,19.441533,-99.165268,3G,27
ECOBICI,104,San Jerónimo - Isabel la Católica,San Jerónimo,Isabel la Católica,Centro,CUAUHTEMOC,19.427059,-99.137116,4G,15
ECOBICI,105,San Jerónimo - 5 de Febrero,San Jerónimo,5 de Febrero,Centro,CUAUHTEMOC,19.426755,-99.135014,3G,24
ECOBICI,106,San Jerónimo - José María Pino Suarez,San Jerónimo,José María Pino Suarez,Centro,CUAUHTEMOC,19.42649,-99.133537,3G,27
ECOBICI,107,Tolsá - Balderas,Tolsá,Balderas,Centro,CUAUHTEMOC,19.427329,-99.149971,3G,36
ECOBICI,108,Tolsá - Balderas,Tolsá,Balderas,Centro,CUAUHTEMOC,19.427305,-99.149533,Multimedial,24
ECOBICI,109,Nezahualcóyotl - Isabel la Católica,Nezahualcóyotl,Isabel la Católica,Centro,CUAUHTEMOC,19.425311,-99.137421,3G,30
ECOBICI,110,Dr. Valenzuela - Dr. Río de la Loza,Dr. Valenzuela,Dr. Río de la Loza,Doctores,CUAUHTEMOC,19.425126,-99.143391,3G,36
ECOBICI,111,Guillermo Prieto - Joaquín Velázquez de León,Guillermo Prieto,Joaquín Velázquez de León,San Rafael,CUAUHTEMOC,19.438197,-99.165918,3G,24
ECOBICI,112,Av. Morelos - Abraham González,Av. Morelos,Abraham González,Juárez,CUAUHTEMOC,19.432819,-99.151734,3G,24
ECOBICI,113,General Prim - Versalles,General Prim,Versalles,Juárez,CUAUHTEMOC,19.430369,-99.154419,3G,21
ECOBICI,114,Lucerna - Abraham González,Lucerna,Abraham González,Juárez,CUAUHTEMOC,19.428989,-99.153618,3G,24
ECOBICI,115,Roma - Dinamarca,Roma,Dinamarca,Juárez,CUAUHTEMOC,19.429947,-99.159698,3G,27
ECOBICI,116,Londres - Roma,Londres,Roma,Juárez,CUAUHTEMOC,19.428985,-99.15664,3G,24
ECOBICI,117,Londres - Nápoles,Londres,Nápoles,Juárez,CUAUHTEMOC,19.427132,-99.160369,3G,33
ECOBICI,118,Liverpool - Dinamarca,Liverpool,Dinamarca,Juárez,CUAUHTEMOC,19.427114,-99.158251,3G,21
ECOBICI,119,Turín - Abraham González,Turín,Abraham González,Juárez,CUAUHTEMOC,19.426785,-99.155535,3G,33
ECOBICI,120,Marsella - Nápoles,Marsella,Nápoles,Juárez,CUAUHTEMOC,19.425437,-99.159458,3G,24
ECOBICI,121,Niza - Chapultepec,Niza,Chapultepec,Juárez,CUAUHTEMOC,19.424137,-99.161317,3G,18
ECOBICI,122,José María Vértiz - Av. Dr. Río de la Loza,José María Vértiz,Av. Dr. Río de la Loza,Doctores,CUAUHTEMOC,19.425502,-99.146337,3G,30
ECOBICI,123,Claudio Bernard - Dr. Lavista,Claudio Bernard,Dr. Lavista,Doctores,CUAUHTEMOC,19.424161,-99.153117,3G,30
ECOBICI,124,Claudio Bernard - Dr. Liceaga,Claudio Bernard,Dr. Liceaga,Doctores,CUAUHTEMOC,19.422392,-99.150358,3G,36
ECOBICI,125,Morelia - Circular de Morelia,Morelia,Circular de Morelia,Roma Norte,CUAUHTEMOC,19.424197,-99.156127,3G,36
ECOBICI,126,Jalapa - Puebla,Jalapa,Puebla,Roma Norte,CUAUHTEMOC,19.422288000000002,-99.162138,3G,36
ECOBICI,127,Puebla - Mérida,Puebla,Mérida,Roma Norte,CUAUHTEMOC,19.423318,-99.15833,3G,30
ECOBICI,128,Orizaba - Río de Janeiro,Orizaba,Río de Janeiro,Roma Norte,CUAUHTEMOC,19.422148,-99.160645,4G,24
ECOBICI,129,Tonalá - Durango,Tonalá,Durango,Roma Norte,CUAUHTEMOC,19.4206,-99.163312,3G,24
ECOBICI,130,Mérida - Durango,Mérida,Durango,Roma Norte,CUAUHTEMOC,19.421576,-99.158015,3G,21
ECOBICI,131,Colima - Jalapa,Colima,Jalapa,Roma Norte,CUAUHTEMOC,19.419579,-99.161314,3G,18
ECOBICI,132,Colima - Frontera,Colima,Frontera,Roma Norte,CUAUHTEMOC,19.420667,-99.15645,3G,24
ECOBICI,133,Colima - Morelia,Colima,Morelia,Roma Norte,CUAUHTEMOC,19.421138,-99.154725,3G,36
ECOBICI,134,Álvaro Obregón - Orizaba,Álvaro Obregón,Orizaba,Roma Norte,CUAUHTEMOC,19.418304,-99.15956,4G,33
ECOBICI,135,Álvaro Obregón - Morelia,Álvaro Obregón,Morelia,Roma Norte,CUAUHTEMOC,19.419225,-99.155099,4G,36
ECOBICI,136,Álvaro Obregón - Tonalá,Álvaro Obregón,Tonalá,Roma Norte,CUAUHTEMOC,19.417715,-99.162729,4G,27
ECOBICI,137,Álvaro Obregón - Mérida,Álvaro Obregón,Mérida,Roma Norte,CUAUHTEMOC,19.418774,-99.157081,3G,27
ECOBICI,138,Guanajuato - Frontera,Guanajuato,Frontera,Roma Norte,CUAUHTEMOC,19.417702,-99.155313,3G,24
ECOBICI,139,Tonalá - Guanajuato,Tonalá,Guanajuato,Roma Norte,CUAUHTEMOC,19.416128,-99.162097,Multimedial,24
ECOBICI,140,Mérida - Zacatecas,Mérida,Zacatecas,Roma Norte,CUAUHTEMOC,19.416596,-99.156879,3G,18
ECOBICI,141,Zacatecas - Luis Cabrera,Zacatecas,Luis Cabrera,Roma Norte,CUAUHTEMOC,19.415905,-99.15954,4G,30
ECOBICI,142,San Luis Potosí - Eje 2 Pte. Monterrey,San Luis Potosí,Eje 2 Pte. Monterrey,Roma Norte,CUAUHTEMOC,19.413232,-99.164121,3G,30
ECOBICI,143,Córdoba - San Luis Potosí,Córdoba,San Luis Potosí,Roma Norte,CUAUHTEMOC,19.414303,-99.157542,3G,21
ECOBICI,144,Frontera - San Luis Potosí,Frontera,San Luis Potosí,Roma Norte,CUAUHTEMOC,19.415192,-99.154837,3G,27
ECOBICI,145,Yucatán - Chiapas,Yucatán,Chiapas,Roma Norte,CUAUHTEMOC,19.41286,-99.160661,3G,27
ECOBICI,146,Coahuila - Manzanillo,Coahuila,Manzanillo,Roma Norte,CUAUHTEMOC,19.410737,-99.165716,3G,24
ECOBICI,147,Coahuila - Orizaba,Coahuila,Orizaba,Roma Norte,CUAUHTEMOC,19.412182,-99.158443,3G,27
ECOBICI,148,Coahuila - Av. Cuauhtémoc,Coahuila,Av. Cuauhtémoc,Roma Norte,CUAUHTEMOC,19.412829,-99.155116,3G,24
ECOBICI,149,Mérida - Antonio M. Anza,Mérida,Antonio M. Anza,Roma Sur,CUAUHTEMOC,19.41199,-99.155699,3G,33
ECOBICI,150,Campeche - Medellín,Campeche,Medellín,Roma Sur,CUAUHTEMOC,19.409894,-99.164288,3G,27
ECOBICI,151,Campeche - Tonalá,Campeche,Tonalá,Roma Sur,CUAUHTEMOC,19.410529,-99.160873,3G,27
ECOBICI,152,Tlacotalpan - Campeche,Tlacotalpan,Campeche,Roma Sur,CUAUHTEMOC,19.409098,-99.167181,4G,30
ECOBICI,153,Manzanillo - Tlaxcala,Manzanillo,Tlaxcala,Roma Sur,CUAUHTEMOC,19.407468,-99.165141,3G,21
ECOBICI,154,Tuxpan - Tlaxcala,Tuxpan,Tlaxcala,Roma Sur,CUAUHTEMOC,19.406683,-99.167962,4G,33
ECOBICI,155,Jalapa - Tlaxcala,Jalapa,Tlaxcala,Roma Sur,CUAUHTEMOC,19.408218,-99.159911,Multimedial,24
ECOBICI,156,Tepic - Ario,Tepic,Ario,Roma Sur,CUAUHTEMOC,19.406959,-99.163021,3G,18
ECOBICI,157,Tepic - Tlacotalpan,Tepic,Tlacotalpan,Roma Sur,CUAUHTEMOC,19.406236,-99.166616,3G,30
ECOBICI,158,Huatabampo - Eje 1 Pte. Av. Cuauhtémoc,Huatabampo,Eje 1 Pte. Av. Cuauhtémoc,Roma Sur,CUAUHTEMOC,19.407507,-99.155541,4G,36
ECOBICI,159,Huatabampo - Eje 1 Pte. Av. Cuauhtémoc,Huatabampo,Eje 1 Pte. Av. Cuauhtémoc,Roma Sur,CUAUHTEMOC,19.407517,-99.155373,3G,36
ECOBICI,160,Alfonso Herrera - Gabino Barreda,Alfonso Herrera,Gabino Barreda,San Rafael,CUAUHTEMOC,19.440252,-99.163455,Multimedial,24
ECOBICI,161,Quintana Roo - Manzanillo,Quintana Roo,Manzanillo,Roma Sur,CUAUHTEMOC,19.405533,-99.164913,3G,21
ECOBICI,162,Tehuantepec - Medellín,Tehuantepec,Medellín,Roma Sur,CUAUHTEMOC,19.404907,-99.162485,3G,27
ECOBICI,163,Toluca - Bajío,Toluca,Bajío,Roma Sur,CUAUHTEMOC,19.405246000000002,-99.15643,3G,36
ECOBICI,164,Bajío - Tlacotalpan,Bajío,Tlacotalpan,Roma Sur,CUAUHTEMOC,19.403204,-99.16596,3G,27
ECOBICI,165,Bajío - Eje 2 Pte. Monterrey,Bajío,Eje 2 Pte. Monterrey,Roma Sur,CUAUHTEMOC,19.404268,-99.160503,3G,21
ECOBICI,166,Progreso - Cda. Antonio Maceo,Progreso,Cda. Antonio Maceo,Escandón,MIGUEL HIDALGO,19.406069,-99.183549,3G,24
ECOBICI,167,General Salvador Alvarado - Progreso,General Salvador Alvarado,Progreso,Escandón,MIGUEL HIDALGO,19.404651,-99.179375,3G,24
ECOBICI,168,Comercio - Progreso,Comercio,Progreso,Escandón,MIGUEL HIDALGO,19.403997,-99.1776,4G,21
ECOBICI,169,Prosperidad - Progreso,Prosperidad,Progreso,Escandón,MIGUEL HIDALGO,19.403019,-99.174934,3G,21
ECOBICI,170,Observatorio Oriente - Revolución,Observatorio Oriente,Revolución,Escandón,MIGUEL HIDALGO,19.404029,-99.184342,3G,21
ECOBICI,171,Comercio - José Martí,Comercio,José Martí,Escandón,MIGUEL HIDALGO,19.4025195,-99.1781595,3G,27
ECOBICI,172,General Francisco Murguía - José Martí,General Francisco Murguía,José Martí,Escandón,MIGUEL HIDALGO,19.4034757,-99.1817166,3G,18
ECOBICI,173,Minería - José Martí,Minería,José Martí,Escandón,MIGUEL HIDALGO,19.401682,-99.176398,3G,21
ECOBICI,174,Joaquín García Icazbalceta - Ignacio Manuel Altamirano,Joaquín García Icazbalceta,Ignacio Manuel Altamirano,San Rafael,CUAUHTEMOC,19.441114,-99.161636,4G,33
ECOBICI,175,Mutualismo - José Martí,Mutualismo,José Martí,Escandón,MIGUEL HIDALGO,19.400767,-99.172533,Multimedial,24
ECOBICI,176,Av. Jesús García - Luis Donaldo Colosio,Av. Jesús García,Luis Donaldo Colosio,Buenavista,CUAUHTEMOC,19.442717,-99.152262,3G,36
ECOBICI,177,Benjamín Hill - Carlos Zetina,Benjamín Hill,Carlos Zetina,Hipódromo Condesa,CUAUHTEMOC,19.408841,-99.181692,3G,21
ECOBICI,178,Tamaulipas - Francisco Murguía,Tamaulipas,Francisco Murguía,Hipódromo Condesa,CUAUHTEMOC,19.406833,-99.180457,4G,30
ECOBICI,179,Nuevo León - Quintana Roo,Nuevo León,Quintana Roo,Hipódromo,CUAUHTEMOC,19.404452,-99.171438,3G,27
ECOBICI,180,Quintana Roo - Villahermosa,Quintana Roo,Villahermosa,Hipódromo,CUAUHTEMOC,19.404554,-99.169953,3G,30
ECOBICI,181,Benjamín Franklin - Ometusco,Benjamín Franklin,Ometusco,Hipódromo,CUAUHTEMOC,19.404733,-99.174461,3G,24
ECOBICI,182,Progreso - Astrónomos,Progreso,Astrónomos,Escandón,MIGUEL HIDALGO,19.40198,-99.17132,4G,36
ECOBICI,183,Gabino Barreda - Guillermo Prieto,Gabino Barreda,Guillermo Prieto,San Rafael,CUAUHTEMOC,19.437665,-99.164018,3G,36
ECOBICI,184,General Gómez Pedraza - Gobernador Tiburcio Montiel,General Gómez Pedraza,Gobernador Tiburcio Montiel,San Miguel Chapultepec,MIGUEL HIDALGO,19.414793,-99.185083,4G,36
ECOBICI,185,General Antonio León - General Pedro Antonio de los Santos,General Antonio León,General Pedro Antonio de los Santos,San Miguel Chapultepec,MIGUEL HIDALGO,19.412776,-99.182805,3G,30
ECOBICI,186,Gob. Gregorio V. Gelati - Gral. Francisco Molinos del Campo,Gob. Gregorio V. Gelati,Gral. Francisco Molinos del Campo,San Miguel Chapultepec,MIGUEL HIDALGO,19.412455,-99.188489,3G,18
ECOBICI,187,General Cano - Gobernador Gregorio V. Gelati,General Cano,Gobernador Gregorio V. Gelati,San Miguel Chapultepec,MIGUEL HIDALGO,19.411227,-99.185514,3G,21
ECOBICI,188,Gobernador Melchor Múzquiz - Gobernador Ignacio Esteva,Gobernador Melchor Múzquiz,Gobernador Ignacio Esteva,San Miguel Chapultepec,MIGUEL HIDALGO,19.411711,-99.190139,4G,15
ECOBICI,189,Gobernador Rafael Rebollar - Gobernador José Ceballos,Gobernador Rafael Rebollar,Gobernador José Ceballos,San Miguel Chapultepec,MIGUEL HIDALGO,19.410036,-99.187978,3G,18
ECOBICI,190,Gobernador Ignacio Esteva - Maestro José Vasconcelos,Gobernador Ignacio Esteva,Maestro José Vasconcelos,San Miguel Chapultepec,MIGUEL HIDALGO,19.409577,-99.183818,Multimedial,24
ECOBICI,191,Gobernador Rafael Rebollar - Gobernado Vicente Eguía,Gobernador Rafael Rebollar,Gobernado Vicente Eguía,San Miguel Chapultepec,MIGUEL HIDALGO,19.40796,-99.187901,3G,21
ECOBICI,192,Rubén Darío - Reforma,Rubén Darío,Reforma,Bosque de Chapultepec,MIGUEL HIDALGO,19.42592,-99.190755,4G,36
ECOBICI,193,Rubén Darío - Reforma,Rubén Darío,Reforma,Bosque de Chapultepec,MIGUEL HIDALGO,19.425907,-99.190733,3G,36
