id,punto_lev,id_unico,folio,calle_lev,calle_1,calle_2,resul,f1,p1,munori,p2_col,p2_ref1,p2_ref2,p3,mundes,p4_col,p4_ref1,p4_ref2,p5,p6,p7_hr,p7_min,p8_hr,p8_min,p9,p9_1,p10,p11,p11_1,p12,p13,p14_1,p14_2,p14_3,p14_4,p15,p16_1,p16_2,p16_3,p16_4,p16_5,p16_6,p16_7,p16_8,p17,p17_1,p17_2,p17_3,p18,p19,p20,p21_nivel,nivel,p21_ano,p22,p23,p23_1,p24,p24_1,p25,p26_1,p26_2,p26_3,p26_4,p26_5,p26_6,p26_7,p26_8,p27,factor
1905,3,28,4,JUSTINO ROSAS,SOFIA,AV. REVOLUCION,1,17,2,9010,REFORMA,,,2,9010,JOSE MARIA VELAZCO,,,1,8,10,45,11,30,2,0.0,,2,0.0,,8.0,4,1,4,4,10,1,9,9,9,1,9,1,9,2,,,,1,1.0,1,4,3,3,100,999999,3,6,2,1,2,2,2,2,2,2,2,2,1,454.48
1906,1,4,4,CAMINO REAL A TOLUCA,SUR 122,,1,46,1,9010,SANTO DOMINGO,,,2,9010,SANTA FE,,,3,1,9,50,10,5,2,0.0,,2,0.0,,1.0,1,1,3,2,6,2,1,2,1,1,1,2,1,2,,,,2,,1,8,5,5,999999,999999,9,3,2,4,1,2,1,2,2,2,2,2,4,39.18
1907,28,385,15,CALZADA CAMARONES,YUCAS,CLAVELINAS,1,61,2,9002,BARRIO SAN RAFAEL,LA BIMBO,,1,9015,ATLAMPA,CIRCUITO,COCA COLA,4,2,12,30,13,45,1,1.0,3.0,1,1.0,8.0,2.0,4,4,8,4,1,1,1,1,2,1,1,1,1,1,2.0,3.0,2.0,1,1.0,1,5,4,3,300,4000,3,1,2,2,1,2,2,2,2,2,2,2,4,47.57
1908,26,338,20,CAMARONES,SALONICA,NORTE 79 A,1,25,5,9016,POPOTLA,METRO POPOTLA,,7,9002,ELECTRICISTAS,SAN PABLO FARMACIA OXXO,,4,4,15,20,15,46,2,0.0,,1,2.0,6.0,1.0,4,3,8,8,5,1,1,2,2,1,1,2,2,1,2.0,9.0,1.0,1,1.0,1,5,4,3,10,999999,4,1,1,1,2,2,2,2,2,2,2,2,6,38.51
1909,26,326,8,CAMARONES,SALONICA,NORTE 83,1,55,1,9002,JARDIN AZPEITA,ENFRENTE JUEGOS,,2,9002,ELECTRICISTAS,TOKS,,1,8,11,30,12,0,2,0.0,,2,0.0,,1.0,4,1,4,1,1,1,1,2,2,1,1,2,1,1,3.0,3.0,2.0,1,1.0,1,4,3,3,300,6000,3,1,2,2,2,2,2,2,2,2,2,2,6,38.51
1910,27,357,13,AV. CUITLAHUAC,EGIPTO,NORTE 79-A,1,22,1,9002,CLAVERIA,PATIO CLAVERIA,,4,9002,CLAVERIA,TELMEX CLAVERIA,,3,9,11,47,12,5,2,0.0,,2,0.0,,2.0,1,1,1,1,5,1,2,1,2,1,2,2,2,1,2.0,9.0,1.0,2,,1,5,4,3,50,500,1,1,2,1,1,2,2,2,2,2,2,1,3,43.95
1911,27,349,5,AV. CUITLAHUAC,MIOLOGO MAXIMINO MTZ,PONIENTE 54,1,31,7,9002,OBRERA POPULAR,RECAUDERIA- VERDULERIA,,6,9002,SAN ALVARO,BASE DE MICROBUS,,4,7,9,5,9,15,2,0.0,,2,0.0,,1.0,3,4,4,4,2,2,2,2,2,2,2,2,2,2,,,,2,,1,3,2,6,10,4000,3,1,2,2,1,2,2,2,2,2,2,1,3,43.95
1912,29,415,21,AV. JARDIN,AV. CENTRAL,CALLE 19,1,36,2,9005,LA PASTORA,TONANZI MZ 25,SENTIAL,1,9002,VALLEJO,PONIENTE 148,PONIENTE 149,5,2,15,30,16,0,2,0.0,,2,0.0,,1.0,1,1,1,1,6,2,1,2,2,1,1,1,1,2,,,,2,,1,4,3,3,150,6000,3,1,1,4,2,2,1,2,2,2,2,1,4,19.62
1913,33,481,18,ISABEL LA CATOLICA,NIÐOS HEROES,,1,46,2,9015,ROMA SUR,CENTRO MEDICO,HOSPITAL GENERAL,1,9007,ESCUADRON 201,METRO ESCUADRON 201,,5,2,16,0,16,40,2,0.0,,2,0.0,,2.0,2,2,1,4,10,1,1,1,2,1,1,1,2,1,3.0,5.0,2.0,2,,1,5,4,3,988888,999999,4,1,2,1,1,2,2,2,2,2,2,1,4,68.81
1914,14,123,5,ERMITA,ERMITA,PLUTARCO ELIAS CALLES,1,42,2,9014,ERMITA,ERMITA,PLUTARCO ELIAS CALLES,1,9003,LA CANDELARIA,PACIFICO,DIV. DEL NORTE,3,2,9,8,9,40,1,1.0,4.0,2,0.0,,2.0,1,1,2,1,3,2,1,2,2,1,2,2,2,2,,,,1,1.0,1,4,3,3,400,5000,3,1,2,2,1,2,2,2,2,2,2,2,3,12.71
1915,14,122,4,RIO DE GUADALUPE,BORBONESA,COLINA,1,18,1,9010,TETEPAN,IGLESIA,MAZA TETELPAN,3,9010,RIO GUADALUPE,VASCO DE QUIROGA,,4,3,15,15,15,22,2,0.0,,2,0.0,,2.0,4,4,8,3,10,2,2,2,2,1,2,2,1,1,2.0,9.0,1.0,2,,1,5,3,2,300,7000,4,1,2,1,2,2,2,2,2,2,2,2,3,12.71
1916,13,116,15,SAN PABLO,CONSTITUCION,,1,23,4,9013,JARDINES,,,1,9013,SAN PABLO,,,5,4,19,50,20,3,1,1.0,3.0,2,0.0,,1.0,4,4,4,4,7,2,2,2,2,1,1,1,2,2,,,,2,,2,5,4,3,50,999999,3,1,2,1,1,2,2,2,2,2,2,1,4,27.53
1917,12,106,2,CALZADA DESIERTO DE LOS LEONES,LA PALMAS,,1,23,3,9010,SAN BARTOLO,,,1,9010,LAS AGUILAS,,,3,2,12,25,13,30,2,0.0,,2,0.0,,2.0,2,4,4,4,7,2,1,2,2,1,1,2,1,2,,,,2,,1,5,4,3,600,2500,2,1,2,1,2,2,2,2,2,2,2,2,4,30.31
1918,29,416,22,AV. JARDIN,AV. CENTRAL,19,1,35,7,9002,DEL GAS,HOSPITAL,,1,9002,PROHOGAR,CALLE 19,CALLE 17,4,6,17,50,18,0,2,0.0,,2,0.0,,2.0,4,4,4,4,6,1,2,1,2,1,2,2,1,1,3.0,3.0,2.0,2,,2,5,4,3,600,8000,4,1,2,4,2,2,2,2,2,2,2,2,4,19.62
1919,28,375,5,CALZADA CAMARONES,YUCAS,CLAVELINAS,1,58,1,9002,SANTA MARIA MANINALCO,MADERIA EN LA ESQUINA,,2,9016,PENSIL,TORRES PEMEX,,5,1,9,0,10,0,2,0.0,,2,0.0,,2.0,4,2,2,3,1,1,1,2,2,1,1,2,2,1,2.0,9.0,1.0,1,1.0,1,3,2,6,50,999999,9,1,2,1,2,2,2,2,2,2,2,2,6,47.57
1920,29,411,17,AV. JARDIN,AV. CENTRAL,19,1,19,1,9002,VICTORIA DE LA PROLONGACION,NARCISO,TARAQUILLO,2,9002,PROLONGACION,8,10,5,1,15,40,15,45,1,1.0,4.0,2,0.0,,1.0,4,4,4,4,10,1,1,2,2,1,1,2,1,2,,,,2,,1,5,4,3,300,6000,3,1,2,4,2,2,2,2,2,2,2,2,4,19.62
1921,28,391,21,CALZADA CAMARONES,YUCAS,CLAVELINAS,1,35,5,9002,TEZOZOMOC,METRO TEZOZOMOC,,1,9016,ESCANDON,INSURGENTES,CONDESA,1,2,17,0,19,0,2,0.0,,1,1.0,7.0,1.0,2,1,4,1,10,1,2,2,2,2,2,2,2,2,,,,1,1.0,1,8,4,3,100,15000,5,1,1,1,2,2,2,1,2,2,2,2,4,47.57
1922,28,377,7,CALZADA CAMARONES,NORTE 67,BEGOÐAS,1,37,1,9002,CLAVERIA,PARQUE DE LA CHINA,,2,9002,CLAVERIA,PARQUE DE LA CHINA,,4,8,10,20,10,40,1,2.0,4.0,1,1.0,7.0,1.0,4,3,3,4,1,2,2,2,2,1,2,1,2,2,,,,1,1.0,1,8,5,5,50,16000,6,1,2,2,2,2,1,2,2,2,2,2,6,47.57
1923,28,381,11,CALZADA CAMARONES,NORTE 67,BEGOÐAS,1,36,1,9016,PENSIL,SECUNDARIA 26,,2,9015,JUAREZ,INDEPENDENCIA,,3,1,10,30,12,0,2,0.0,,2,0.0,,2.0,2,1,2,1,1,2,2,2,2,2,1,2,2,2,,,,2,,1,5,4,3,500,4500,3,1,2,1,1,1,2,2,2,2,2,2,3,47.57
1924,36,521,10,SAN FRANCISCO,SAN FRANCISCO,SAN BORJA,1,45,2,9014,DEL VALLE,INSURGENTES SUR,,1,9003,ALIANZA NACIONAL REVOLUCION,AV TEPETLAPA,,5,2,18,20,19,20,2,0.0,,2,0.0,,2.0,2,2,4,1,4,2,2,2,2,2,2,1,1,2,,,,1,1.0,1,4,3,3,300,999999,3,1,2,1,2,2,1,2,2,2,2,1,6,109.36
1925,35,505,4,AV UNIVERSIDAD,SAN LORENZO,,1,31,1,9003,CENTRO,,,5,9014,ESPERANZA,,,5,10,10,20,11,35,2,0.0,,2,0.0,,1.0,2,2,8,2,7,1,1,1,2,1,2,2,2,2,,,,2,,2,99,99,99,999999,999999,9,1,2,4,1,2,2,2,2,2,2,2,3,79.02
1926,24,285,18,AV. DE LAS GRANJAS,ANTIGUA CALZADA GUADALUPE,PRIVADA TLATENCO,1,59,2,9002,SANTO TOMAS,,,2,9002,SANTA CATARINA,,,3,4,17,15,17,20,2,0.0,,2,0.0,,2.0,4,4,4,4,10,2,2,2,2,1,1,2,2,1,2.0,5.0,2.0,1,1.0,1,4,3,3,300,999999,3,1,2,4,2,2,2,2,2,2,2,2,4,37.55
1927,23,261,12,REAL DE SAN MARTIN,TEPANTONGO,MIGUEL HIDALGO,1,35,1,9002,REYNOSA,,,4,9002,REYNOSA,,,3,4,10,23,10,30,2,0.0,,2,0.0,,1.0,1,1,3,1,6,1,1,2,2,1,1,1,1,1,1.0,3.0,2.0,1,1.0,2,5,4,3,988888,999999,9,1,2,1,1,2,2,2,2,2,2,2,4,77.19
1928,23,253,4,REAL DE SAN MARTIN,TEPANTONGO,GASODUCTO,1,60,1,9002,SANTA CATARINA,,,4,9002,LA REYNOSA,,,4,4,8,7,8,27,2,0.0,,2,0.0,,1.0,2,1,4,1,2,2,2,2,2,2,2,2,1,2,,,,2,,1,3,2,6,988888,4800,3,1,2,4,1,2,2,2,2,2,2,2,4,77.19
1929,22,239,17,CAMINO A NEXTENGO,DEMOCRACIAS,PROVIDENCIA,1,43,2,15057,NAUCALPAN,,,1,9002,SAN MIGUEL AMANTLA,,,5,2,13,0,14,20,1,1.0,2.0,1,1.0,6.0,2.0,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1.0,5.0,2.0,2,,2,4,3,3,50,2400,2,1,2,4,2,2,1,2,2,2,2,2,4,36.41
1930,21,206,5,FAJA DE ORO,CERRO AZUL,,1,54,2,9002,PETROLERA,,,4,9002,PETROLERA,,,4,4,10,30,10,48,2,0.0,,2,0.0,,1.0,4,4,4,3,1,2,1,2,2,2,1,2,2,1,3.0,3.0,2.0,2,,1,8,5,4,50,999999,9,1,2,2,1,1,2,2,2,2,2,2,6,25.29
1931,22,249,27,CAMINO A NEXTENGO,DEMOCRACIAS,PROVIDENCIA,1,70,1,9002,SAN MIGUEL AMANTLA,,,5,9002,REYNOSA,POR LA UAM,,5,10,18,30,18,50,2,0.0,,2,0.0,,2.0,3,4,3,2,1,1,1,1,2,1,1,2,1,2,,,,1,1.0,1,4,3,3,50,2000,2,1,2,4,1,2,2,2,2,2,2,1,4,36.41
1932,22,248,26,CAMINO A NEXTENGO,DEMOCRACIAS,PROVIDENCIA,1,41,2,9002,FERRERIA,,,1,9002,SAN MIGUEL AMANTLA,,,5,2,17,35,18,0,2,0.0,,2,0.0,,2.0,1,3,2,4,8,2,2,2,2,1,2,2,2,2,,,,2,,1,4,3,3,100,3000,2,1,2,4,2,2,1,2,2,2,2,2,4,36.41
1933,22,244,22,CAMINO A NEXTENGO,DEMOCRACIAS,PROVIDENCIA,1,40,1,9002,SAN MIGUEL AMANTLA,,,2,9002,SAN ANTONIO,POR EL MERCADO DE LA FORTUNA,,5,1,14,30,14,50,2,0.0,,2,0.0,,2.0,3,1,3,3,2,2,2,2,2,2,2,2,2,2,,,,2,,1,3,2,6,250,2500,2,1,2,4,2,2,2,2,2,2,2,2,4,36.41
1934,21,221,20,FAJA DE ORO,CERRO AZUL,,1,20,3,9002,SAN JUAN TLIHUACA,,,1,9002,PETROLERA,,,5,2,19,30,19,40,2,0.0,,2,0.0,,2.0,1,1,1,1,1,2,2,2,2,2,2,1,2,2,,,,2,,1,5,4,3,100,999999,9,1,2,4,2,2,2,2,2,2,2,2,6,25.29
1935,20,187,16,EL ROSARIO,AQUILES SERDAN,,1,61,1,9002,TIERRA NUEVA,,,2,15057,ALCE BLANCO,,,5,1,8,54,9,45,2,0.0,,2,0.0,,1.0,1,1,1,1,1,2,1,1,2,1,1,2,1,2,,,,2,,1,4,3,3,300,3000,2,1,2,2,1,2,2,2,2,2,2,2,6,26.05
1936,20,172,1,EL ROSARIO,AQUILES SERDAN,,1,63,1,9002,XOCHINAHUAC,,,2,9002,LA PETROLERA,,,5,1,7,0,8,0,2,0.0,,2,0.0,,1.0,4,2,4,1,1,2,1,2,2,1,1,2,1,2,,,,2,,1,5,4,3,999999,999999,9,1,2,2,1,2,2,2,2,2,2,2,4,26.05
1937,6,94,5,PASEO DEL PEDREGAL,DE LA LAVA,DE LA LAVA,1,20,2,9010,JARDINES DEL PEDREGAL,LAVA,,2,9010,JARDINES DEL PEDREGAL,CAMINO STA TERESA,,4,8,13,0,13,20,2,0.0,,1,20.0,8.0,2.0,4,4,4,4,2,1,1,2,1,1,1,1,1,2,,,,2,,1,3,2,6,500,999999,9,1,2,3,1,2,2,2,2,2,2,2,3,27.53
1938,8,66,1,POSTA,AV SANTA LUCIA,,1,43,1,9004,SAN MATEO T,,,7,9014,MIXCOAC,,,4,9,11,20,12,0,2,0.0,,2,0.0,,1.0,4,4,4,4,9,2,2,2,2,2,2,2,2,1,2.0,7.0,1.0,2,,1,4,3,3,100,999999,9,1,2,1,2,2,1,2,2,2,2,2,3,73.07
1939,9,86,12,VASCO DE QUIROGA,POLVORA,,1,20,4,9010,BARRIO SIERRA,,,1,9010,SANTA FE,,,5,6,19,20,19,50,2,0.0,,2,0.0,,1.0,4,4,4,4,10,2,1,2,2,1,1,2,2,2,,,,2,,1,5,3,2,250,3000,2,1,2,4,2,2,2,2,2,2,2,2,4,26.72
1940,38,537,16,AV DR JESÚS MARÍA VERTIZ,DR VERTIZ,LUZ SAVI?ON,1,26,2,9014,NARVARTE,,,1,9012,LOPEZ MATEOS,,,5,2,17,45,18,30,2,0.0,,2,0.0,,1.0,1,1,4,2,2,2,1,2,2,1,1,1,2,1,2.0,9.0,2.0,2,,1,5,4,3,100,6500,4,1,2,4,1,2,2,2,2,2,2,2,3,21.46
1941,37,2315,1,INDEPENDENCIA,MITLA,,1,42,1,9014,INDEPENDENCIA,ZEMPOALA,EJE 6,2,9014,NAPOLES,NEBRASKA,,5,1,7,0,7,40,2,0.0,,2,0.0,,1.0,1,1,1,1,5,1,1,1,2,1,1,1,1,2,,,,1,1.0,1,8,5,5,200,12000,5,1,2,2,1,2,2,2,2,2,2,2,3,28.71
1942,38,532,11,AV DR JESÚS MARÍA VERTIZ,DR VERTIZ,LUZ SAVI?ON,1,43,1,9014,INDEPENDENCIA,,,5,9014,NARVARTE,,,4,10,11,30,11,58,2,0.0,,2,0.0,,1.0,3,1,4,3,2,1,1,2,1,1,1,2,1,2,,,,1,1.0,1,4,3,3,10,9000,4,1,2,4,2,2,2,2,2,2,2,2,3,21.46
1943,38,535,14,AV DR JESÚS MARÍA VERTIZ,DR VERTIZ,LUZ SAVI?ON,1,52,2,9015,ROMA,,,6,9014,NARVARTE,,,5,7,13,39,14,40,2,0.0,,2,0.0,,1.0,2,4,4,3,10,2,2,2,2,2,2,2,2,2,,,,1,1.0,1,5,4,3,100,8700,4,1,2,4,1,2,2,2,2,2,2,2,3,21.46
1944,38,525,4,AV DR JESÚS MARÍA VERTIZ,DR VERTIZ,LUZ SAVU?ON,1,37,2,9014,NARVARTE,,,4,9014,NARVARTE,,,4,4,8,50,9,15,2,0.0,,2,0.0,,1.0,4,2,2,2,2,2,1,2,2,1,2,2,2,2,,,,1,1.0,1,4,2,2,200,8000,4,1,2,2,1,2,1,2,2,2,2,2,3,21.46
1945,38,538,17,AV DR JESÚS MARÍA VERTIZ,DR VETIZ,LUZ SAVI?ON,1,57,2,9014,NARVARTE,,,1,9014,ALAMOS,,,5,2,19,30,19,50,2,0.0,,2,0.0,,2.0,3,2,3,3,1,2,1,2,2,1,2,2,2,2,,,,1,1.0,1,4,3,3,30,4500,3,1,2,2,1,2,1,2,2,2,2,2,3,21.46
1946,41,583,12,EXTREMADURA,CIRCUITO INTERIOR,,1,18,3,9015,ROMA NORTE,,,1,9014,SAN JOSE INSURGENTES,,,5,1,14,0,14,42,2,0.0,,2,0.0,,2.0,1,1,1,3,1,1,2,2,2,1,2,2,2,1,1.0,3.0,2.0,2,,1,5,3,1,500,8000,4,1,2,4,2,2,1,2,2,2,2,2,1,68.69
1947,39,119,8,ANAXAGORAS,OBRERA MUNDIAL,,1,23,1,9015,ROMA,,,4,9014,NARVARTE,,,1,4,17,15,17,40,2,0.0,,2,0.0,,1.0,1,1,4,1,10,1,1,2,2,1,2,2,2,1,2.0,1.0,2.0,2,,1,8,4,3,20,9000,4,2,2,4,2,2,2,2,2,2,2,2,4,537.60179733
1948,39,47,3,ANEXAGORAS,OBRERA MUNDIAL,,1,36,1,9014,METRO INDIOS VERDES,,,2,9014,MIGUEL HIDALGO,,,1,1,10,10,10,25,2,0.0,,2,0.0,,2.0,1,1,4,1,3,2,1,2,2,1,2,2,2,2,,,,2,,1,8,5,4,988888,8000,4,2,2,3,2,2,1,2,2,2,2,2,4,537.60179733
1949,41,579,8,EXTREMADURA,CIRCUITO INTERIOR,,1,18,3,9014,MIXCOAC,,,1,9014,C. DE LOS DEPORTES,,,5,2,11,40,12,3,2,0.0,,2,0.0,,1.0,1,1,8,1,1,1,1,1,2,1,2,2,2,2,,,,2,,1,8,4,1,100,4800,3,1,2,4,2,2,1,2,2,2,2,2,1,68.69
1950,41,577,6,EXTREMADURA,CIRCUITO INTERIOR,,1,43,1,9016,SAN JUAN,,,4,9014,INSURGENTES MIXCOAC,,,4,9,9,20,9,38,2,0.0,,2,0.0,,1.0,1,1,8,4,7,1,2,2,2,1,1,2,2,1,2.0,3.0,2.0,1,1.0,1,8,5,5,100,45000,6,1,2,4,2,2,1,2,2,2,2,2,1,68.69
1951,41,589,18,EXTREMADURA,CIRCUITO INTERIOR,,1,31,6,9014,DEL VALLE,,,1,9003,BARRIO SAN LUCAS,,,5,2,17,5,20,0,2,0.0,,2,0.0,,1.0,4,4,8,4,10,2,1,2,1,1,1,2,1,1,2.0,9.0,1.0,1,1.0,2,8,5,4,50,5000,3,1,2,4,2,2,1,2,2,2,2,2,1,68.69
1952,41,593,22,EXTREMADURA,CIRCUITO INTERIOR,,1,26,6,9014,SAN PEDRO DE LOS PINOS,,,1,9014,DEL VALLE,,,6,2,19,9,19,35,2,0.0,,2,0.0,,2.0,1,1,8,1,10,2,1,2,2,1,1,2,2,2,,,,2,,1,8,4,2,40,20000,6,2,2,4,1,2,1,2,2,2,2,2,6,825.78
1953,45,635,13,AV. CERRO DE LAS TORRES,AV. CERRO DE LAS TORRES,CERRO DEL CUBILETE,1,31,2,9007,GRANJAS ESMERALDA,LA VIGA,CENTERO,1,9003,EDUCACION,AV. 3,COL. MIRAMONTES,5,2,16,30,16,58,2,0.0,,2,0.0,,2.0,1,1,8,1,8,2,1,2,2,1,1,2,2,2,,,,2,,1,8,4,3,300,7000,4,1,2,4,2,2,1,2,2,2,2,2,3,45.5
1954,46,644,8,ANTONIO DELFIN MADRIGAL,ESCUINAPA,JILOTZINGO,1,44,1,9003,SANTO DOMINGO,,,3,9003,SANTO DOMINGO,,,9,5,12,35,12,50,1,1.0,2.0,2,0.0,,1.0,2,3,4,3,10,2,2,2,2,2,2,2,2,1,2.0,9.0,9.0,1,1.0,1,4,3,3,988888,999999,3,1,2,4,2,2,2,2,2,2,2,2,4,79.52
1955,46,652,16,ANTONIO DELFIN MADRIGAL,ESCUINAPA,JILOTZINGO,1,33,2,9003,PEDREGAL DE CARRASCO,,,1,9003,SANTO DOMINGO,,,5,2,16,45,17,15,1,1.0,4.0,2,0.0,,2.0,3,2,4,2,1,2,1,2,2,1,1,2,2,1,2.0,9.0,2.0,2,,1,4,3,3,100,999999,3,1,2,4,2,2,2,2,2,2,2,2,3,79.52
1956,47,663,10,AV. DEL IMAN,CIRCUITO ESTADIO AZTECA,PERLA,1,35,2,9003,SANTA URSULA COAPA,,,1,9012,ISIDRO FABREGA,,,5,2,19,0,19,25,2,0.0,,2,0.0,,2.0,3,4,3,3,7,1,1,2,1,1,2,2,1,1,2.0,3.0,2.0,1,2.0,1,5,3,2,999999,7000,4,1,2,4,2,2,1,2,2,2,2,2,6,45.54
1957,63,818,2,JACARANDAS,JACARANDAS,,1,40,1,15037,SAN FERNANDO,A UN LADO DE INTERLOMAS,,2,9004,SAN JOSE DE LOS CEDROS ABOJO DEL YAQUI,,,5,4,9,30,10,10,2,0.0,,2,0.0,,1.0,4,2,4,4,10,1,1,2,2,1,1,2,2,1,3.0,2.0,2.0,1,1.0,1,4,3,3,90,3000,2,1,2,1,2,2,2,2,2,2,2,2,4,38.4
1958,58,805,15,AV LOMA DE LA PALMA,AV NOCHE DE PAZ,,1,43,1,9004,LA LA RETANA,DIF,PRIMARIA,2,9004,LA RETANA,DIF,PRIMARIA,2,1,15,30,15,55,2,0.0,,2,0.0,,1.0,1,1,2,3,7,2,2,2,2,2,1,2,2,2,,,,1,1.0,1,5,4,3,150,5800,3,1,2,1,2,2,2,2,2,2,2,2,4,11.7
1959,58,807,17,AV LOMA DE LA PALMA,AV NOCHE DE PAZ,,1,68,1,9004,NAVIDAD,16 DE DICIEMBRE,,2,9004,NAVIDAD,CENTRO COMUNITARIO,,4,1,15,32,20,0,2,0.0,,1,7.0,8.0,1.0,3,1,2,3,2,2,2,2,2,2,2,2,2,1,1.0,3.0,2.0,2,,1,3,2,6,180,999999,3,1,2,2,2,2,2,2,2,2,2,2,3,11.7
1960,56,786,4,AV. INSURGENTES SUR,CENTRO COMERCIAL,PRADERAS,1,45,1,9012,NARCIZO MENDOZA,,,2,9003,AMPLIACION PEDREGAL,,,5,1,9,55,10,20,2,0.0,,2,0.0,,1.0,1,1,2,4,1,2,2,2,2,1,2,2,2,2,,,,2,,1,5,4,3,150,999999,9,1,2,1,2,2,1,2,2,2,2,1,5,64.41
1961,55,769,6,SAN GUILLERMO,SANTA URSULA,SAN JORGE,1,16,2,9003,,,,1,9003,,,,4,2,10,0,10,40,1,2.0,2.0,2,0.0,,2.0,8,8,8,8,2,1,1,2,2,2,2,2,2,1,1.0,6.0,2.0,2,,1,4,3,3,500,999999,2,1,2,2,1,2,2,2,2,2,2,2,3,39.93
1962,66,853,26,AV RICARDO FLORES MAGON,PINO,TREBOL,1,55,1,9015,SANTA MARIA LA RIBERA,,,4,9015,SANTA MARIA LA RIBERA,,,4,4,15,25,15,55,2,0.0,,2,0.0,,2.0,4,2,4,3,2,2,2,2,2,2,2,2,1,1,1.0,7.0,1.0,2,,1,3,2,6,200,999999,4,1,2,1,2,1,2,2,2,2,2,2,4,10.74
1963,66,842,15,AV RICARDO FLORES MAGON,PINO,TREBOL,1,47,1,9015,TLATELOLCO,,,3,9016,POLANCO,,,1,3,10,0,11,0,2,0.0,,2,0.0,,2.0,3,2,3,3,1,2,1,1,2,1,1,2,2,1,2.0,1.0,2.0,2,,1,7,4,3,150,999999,4,1,2,1,2,2,2,2,2,2,2,2,4,10.74
1964,66,844,17,AV RICARDO FLORES MAGON,PINO,TREBOL,1,23,1,9015,CENTRO,,,5,9015,CENTRO,,,1,1,10,1,13,2,2,0.0,,2,0.0,,2.0,3,2,2,3,7,2,1,2,1,1,1,2,1,1,1.0,1.0,2.0,2,,1,4,3,3,310,6000,3,1,2,1,2,2,2,2,2,2,2,2,3,10.74
1965,66,839,12,AV RICARDO FLORES MAGON,PINO,TREBOL,1,40,1,9002,PROHOGAR,,,2,9015,DOCTORES,,,1,1,9,0,10,0,2,0.0,,2,0.0,,1.0,3,3,2,1,10,2,1,2,2,1,1,2,2,2,,,,1,2.0,1,8,4,3,100,8000,4,1,2,1,2,2,2,2,2,2,2,2,4,10.74
1966,66,838,11,AV RICARDO FLORES MAGON,PINO,TREBOL,1,99,1,9002,PROHOGAR,,,2,9015,OBRERA,,,1,1,9,0,10,0,2,0.0,,2,0.0,,2.0,2,3,3,2,1,2,1,2,2,1,1,1,1,2,,,,1,1.0,1,5,4,3,30,4000,3,1,2,1,2,2,2,2,2,2,2,2,4,10.74
1967,66,832,5,RICARDO FLORES MAGON,PINO,TREBOL,1,20,1,9015,RICARDO FLORES MAGON,,,2,9015,SAN SIMON,,,1,1,7,0,8,0,2,0.0,,2,0.0,,2.0,3,2,3,2,3,2,1,2,2,1,1,2,1,2,,,,2,,1,5,4,3,100,6000,3,1,2,1,2,2,2,2,2,2,2,2,4,10.74
1968,67,874,20,JUVENTINO ROSAS,LAZARO CARDENAS,,1,27,1,9006,SAN PEDRO,,,2,9002,PROHOGAR,,,5,8,11,30,12,30,2,0.0,,2,0.0,,1.0,1,1,1,3,1,1,1,2,2,2,2,2,2,1,2.0,7.0,8.0,1,1.0,1,5,3,2,500,12000,5,1,2,1,2,2,2,2,2,2,2,2,3,9.78
1969,68,910,16,LERDO,MOSQUETA,,1,43,1,9015,GUERRERO,,,3,9015,SANTA MARIA LA RIVERA,,,4,3,12,30,13,0,2,0.0,,2,0.0,,1.0,1,1,1,3,10,1,1,1,1,1,1,2,2,1,3.0,6.0,2.0,1,1.0,1,8,5,4,988888,13000,5,1,2,1,2,2,1,2,2,1,2,1,4,22.38
1970,67,871,17,JUVENTINO ROSAS,LAZARO CARDENAS,,1,49,1,9015,PERALVILLO,,,2,9015,PERALVILLO,,,4,8,11,30,11,50,2,0.0,,2,0.0,,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0,3.0,1.0,2,,1,4,3,3,200,6000,3,1,1,1,1,2,2,2,2,2,2,2,3,9.78
1971,72,1002,3,MANUEL MARIA CONTRERAS,JAMES SULLIVAN,,1,34,1,9015,SANTA MARIA LA RIBERA,CARPIO,SERAPIO,3,9015,ROMA,PUEBLA,,4,3,9,0,9,30,1,1.0,4.0,2,0.0,,2.0,4,2,3,2,1,1,1,1,2,1,2,1,1,1,2.0,9.0,1.0,2,,2,9,5,1,0,999999,1,1,1,4,2,2,2,2,2,2,2,1,3,313.8
1972,73,1014,5,BUCARELI,AV. CHAPULTEPEC,TURIN,1,31,5,9015,DOCTORES,DR. VERTIZ,,1,9015,GUERRRERO,SOL,LUNA,3,1,10,0,10,30,2,0.0,,2,0.0,,2.0,2,2,2,2,10,1,1,2,1,2,2,1,1,2,,,,1,1.0,2,5,3,2,600,6000,3,1,1,4,1,2,2,2,2,2,2,1,2,399.66
1973,72,1007,8,MANUEL MARIA CONTRERAS,JAMES SULLIVAN,,1,42,6,9015,CENTRO,SAN JUAN DE LETRAN,LAZARO CARDENAS,2,9015,SAN RAFAEL,JAMES SULLIVAN,,5,1,14,55,15,50,2,0.0,,2,0.0,,2.0,3,2,3,1,3,2,1,2,2,1,2,2,2,2,,,,2,,1,8,5,4,0,6500,4,1,1,4,1,2,2,2,2,2,2,2,3,313.8
