id,punto_lev,id_unico,folio,calle_lev,calle_1,calle_2,resul,f1,p1,munori,p2_col,p2_ref1,p2_ref2,p3,mundes,p4_col,p4_ref1,p4_ref2,p5,p6,p7_hr,p7_min,p8_hr,p8_min,p9,p9_1,p10,p11,p11_1,p12,p13,p14_1,p14_2,p14_3,p14_4,p15,p16_1,p16_2,p16_3,p16_4,p16_5,p16_6,p16_7,p16_8,p17,p17_1,p17_2,p17_3,p18,p19,p20,p21_nivel,nivel,p21_ano,p22,p23,p23_1,p24,p24_1,p25,p26_1,p26_2,p26_3,p26_4,p26_5,p26_6,p26_7,p26_8,p27,factor
1837,100,1619,7,AV. CENTRAL,NORTE,CALLE 1,1,30,2,9006,ORIENTAL,AV. ZARAGOZA,AV. ROJO GOMEZ,6,9006,PANTITLAN,DEPORTIVO OLIMPICO,MERCADO,3,7,14,45,15,0,2,0.0,,2,0.0,,1.0,4,4,4,4,3,2,2,2,2,2,2,2,2,2,,,,2,,1,4,3,3,50,988888,2,1,2,2,2,1,2,2,2,2,2,2,4,100.16
1838,101,1627,5,AV CANAL DE SAN JUAN,CANAL DE SAN JUAN,SUR 24,1,22,1,9007,LEYES DE REFORMA,EJE 5,,4,9007,LEYES DE REFORMA,EJE 5,CALLE 13,9,4,14,0,14,25,2,0.0,,2,0.0,,1.0,4,1,1,4,5,1,1,2,2,1,1,2,2,2,,,,1,2.0,1,5,3,1,500,999999,2,1,2,4,2,2,2,2,2,2,2,2,4,84.5
1839,107,1695,12,PLUTARCO ELIAS CALLES,CALZADA DE LA VIGA,CALZADA XICALTONGO,1,23,1,9006,G RAMOS MILLAN,OTE 106,OTE 104,5,9006,SANTA ANITA,RECREO,NORTE 12,4,10,16,0,16,30,1,3.0,4.0,1,1.0,6.0,1.0,2,1,3,4,7,2,1,2,2,1,1,2,2,1,2.0,5.0,2.0,2,,1,4,3,3,120,1950,2,1,2,2,2,2,2,2,2,2,2,1,4,90.93
1840,109,1713,3,AV JUAN ALVAREZ,JUAN ALVAREZ,MELCHOR OCAMPO,1,24,3,9006,CAMPAMENTO 2 DE OCTUBRE,,,1,9006,CAMPAMENTO 2 DE OCTUBRE,,,5,2,8,55,9,25,2,0.0,,2,0.0,,2.0,3,4,4,4,2,1,1,2,2,1,2,2,2,2,,,,1,1.0,2,5,4,3,150,999999,2,1,2,4,2,2,2,2,2,2,2,2,4,100.88
1841,109,1719,9,AV JUAN ALVAREZ,JUAN ALVAREZ,MELCHOR OCAMPO,1,75,1,9006,2 DE OCTUBRE,TEZONTLE,10 DE JUNIO,4,9003,LA VIRGEN,,,4,4,15,27,15,47,2,0.0,,2,0.0,,2.0,4,4,4,3,10,2,1,2,2,1,1,2,2,2,,,,2,,1,3,1,2,50,999999,3,1,2,4,1,2,2,2,2,2,2,1,4,100.88
1842,120,1867,9,AV GUELATAO,TRANSPORTISTAS,,1,67,4,9007,SAN JUAN,,,1,9007,EL PARAISO,,,5,2,11,45,12,15,1,1.0,2.0,2,0.0,,2.0,4,4,4,4,1,2,1,2,1,1,1,2,1,1,3.0,3.0,2.0,1,1.0,1,8,5,4,80,999999,9,1,2,4,2,2,2,2,2,2,2,2,4,51.27
1843,118,1838,12,AV. MICHOACAN,SUR 27,,1,37,2,9007,,,,1,9007,SANTA MARIA AZTAHUACAN,NARCIZO MENDOZA,EMILIANO ZAPATA,5,2,19,20,20,10,2,0.0,,2,0.0,,2.0,4,3,4,3,2,2,2,2,2,2,2,2,2,2,,,,2,,1,3,2,6,50,8500,4,1,2,4,2,2,2,2,2,2,2,2,6,148.34
1844,117,1823,6,AV. GALVA.,GRA. RAUL HERRERA,,1,43,2,9007,LEYES DE REFORMA 1RA SECCION,,,1,9007,SAN PEDRO,,,5,2,16,40,17,30,1,1.0,2.0,2,0.0,,8.0,2,1,2,2,3,2,1,2,2,1,1,2,2,2,,,,1,1.0,1,3,2,6,50,7000,4,1,2,3,2,2,1,2,2,2,2,2,6,56.57
1845,118,1834,8,AV. MICHOACAN,SUR 27,,1,45,2,9007,LEYES DE REFORMA 1RA SECCION,,,1,9007,GUADALUPE DEL MORAL,,,5,2,18,0,18,25,2,0.0,,2,0.0,,2.0,3,3,3,3,1,2,2,2,2,2,2,2,2,2,,,,1,1.0,1,5,4,3,20,3000,2,1,2,4,2,2,2,2,2,2,2,2,3,148.34
1846,116,1814,16,ERMITA IZTAPALAPA,JAVIER ROJO GOMEZ,,1,27,2,9007,GUADALUPE DEL MORAL,GAVILAN,,1,9007,DESARROLLO URBANO,,,5,2,18,9,19,0,2,0.0,,2,0.0,,1.0,3,3,4,4,9,2,2,2,2,2,1,2,2,1,2.0,9.0,1.0,1,2.0,1,5,4,3,400,3900,3,1,2,4,2,2,2,2,2,2,2,2,4,77.31
1847,115,1797,16,CAMINO ANTIGUO A CULHUACAN,ARROYO TLALOC,,1,22,2,9007,SANTA ISABEL,,,1,9007,SAN MIGUEL,,,5,2,18,30,19,30,2,0.0,,1,1.0,6.0,2.0,2,3,3,2,2,2,2,2,2,1,2,1,2,1,2.0,9.0,1.0,2,,1,4,3,3,60,999999,3,1,2,4,1,2,2,2,2,2,2,1,4,31.83
1848,115,1783,2,CAMINO ANTIGUO A CULHUACAN,ARROLLO TLALOC,,1,41,1,9007,AMPLIACION SANTA MARIA,,,2,9007,CANAL CHURUBUSCO,,,5,1,8,20,9,20,2,0.0,,2,0.0,,1.0,2,3,3,2,10,2,2,2,2,1,2,2,2,2,,,,2,,1,4,3,3,200,6000,3,1,2,4,2,2,2,2,2,2,2,2,4,31.83
1849,127,2012,8,CALZADA IGNACIO ZARAGOZA,CALZADA IGNACIO ZARAGOZA,SENTIMIENTO DE LA NACION,1,27,2,9007,AMPLIACION SANTIAGO,,,5,15058,2DA SEC DE LAS CASITAS,,,4,10,11,30,14,20,2,0.0,,2,0.0,,9.0,2,3,2,2,3,1,1,1,2,1,2,1,1,1,2.0,8.0,1.0,1,1.0,1,4,3,3,300,6000,3,1,2,3,2,2,1,2,2,2,2,2,4,86.09
1850,126,1992,21,NI?OS HEROES,NI?OS HEROES,ERMITA IZTAPALAPA,1,19,1,9007,PRESIDENTES DE MEXICO,,,2,9007,SANTA CRUZ,VOCA 7,,4,1,14,30,15,40,1,10.0,4.0,1,1.0,9.0,1.0,4,4,4,4,3,1,1,2,2,1,1,2,2,1,1.0,5.0,2.0,2,,1,5,3,1,30,999999,9,1,2,2,2,2,2,2,2,2,1,2,4,61.72
1851,126,1993,22,NI?OS HEROES,NI?OS HEROES,ERMITA IZTAPALAPA,1,31,2,9007,DEL MANTO,,,1,9007,EJERCITO DE ORIENTE,,,5,2,15,0,16,15,2,0.0,,2,0.0,,2.0,4,4,4,4,10,2,2,2,2,1,1,2,2,2,,,,1,1.0,1,3,1,5,50,999999,9,1,2,1,2,2,1,2,1,2,2,2,4,61.72
1852,126,1985,14,NI?OS HEROES,NI?OS HEROES,ERMITA IZTAPALAPA,1,38,1,9007,XALPA,,,7,9007,XALPA,,,5,6,12,27,12,40,2,0.0,,2,0.0,,2.0,2,3,1,1,7,2,2,2,2,2,2,2,2,2,,,,1,2.0,1,4,3,3,100,7500,4,1,2,4,2,2,2,2,2,2,2,1,4,61.72
1853,114,1768,4,ARNESES,ARNESES,COLORINES,1,41,1,9007,VALLE DEL SUR,,,2,9003,,,,4,1,8,30,9,0,2,0.0,,2,0.0,,1.0,2,2,3,4,2,1,1,2,2,1,1,1,1,2,,,,1,1.0,1,3,2,6,100,5000,3,1,2,1,2,2,1,2,2,2,2,1,3,105.5
1854,111,1740,5,CARDIOLOGOS,FRANCISCO VILLA,,1,43,1,9007,PUEBLO MAGDALENA ATLZOLPA,,,4,9007,PUEBLO MAGDALENA ATLAZOLPA,,,3,4,11,30,11,40,2,0.0,,2,0.0,,1.0,1,2,2,3,2,1,1,2,2,1,1,2,1,2,,,,2,,1,5,4,3,50,5500,3,1,2,4,2,2,1,2,2,2,2,2,6,100.18
1855,112,1754,8,BATALLA DE CALPULALPA,15 DE JUNIO,,1,21,5,9006,PICOS,,,1,9007,EJERCITO,,,5,2,19,30,20,15,2,0.0,,2,0.0,,9.0,2,2,1,2,8,2,2,1,2,2,1,2,2,2,,,,2,,1,4,3,3,100,8000,4,1,2,4,2,2,1,2,2,2,2,2,4,124.33
1856,122,1896,10,AV BENITO JUAREZ,JOAQUIN HERRERA,,1,26,2,9007,AV TLAHUAC,,,1,9007,INSURGENTES,,,6,2,12,5,12,30,2,0.0,,2,0.0,,1.0,4,4,4,4,10,1,1,2,2,1,1,2,1,2,,,,1,1.0,1,5,4,3,200,999999,1,1,2,2,2,2,2,2,2,2,1,2,4,49.59
1857,121,1878,1,NAUTLA,AV SAN LORENZO,,1,66,1,9007,SAN JUAN XALPA,,,7,9007,EL RODEO,,,4,5,10,30,11,15,2,0.0,,1,1.0,6.0,2.0,4,4,4,4,1,2,2,2,2,2,2,2,2,2,,,,2,,1,3,1,5,100,999999,9,1,2,2,2,2,2,2,1,2,2,2,3,110.42
1858,122,1905,19,AV BENITO JUAREZ,JOAQUIN HERRERA,,1,16,7,9007,PRESIDENTES DE MEXICO,,,5,9007,PRESIDENTES DE MEXICO,,,5,10,18,0,18,18,2,0.0,,2,0.0,,1.0,4,4,4,4,1,2,2,2,2,1,1,1,1,2,,,,2,,1,4,3,3,0,999999,1,1,2,4,2,2,2,2,2,2,2,1,6,49.59
1859,122,1899,13,AV BENITO JUAREZ,JOAQUIN HERRERA,,1,16,1,9007,INSURGENTES,,,7,9007,PRESIDENTES DE MEXICO,,,5,6,13,40,13,55,2,0.0,,2,0.0,,2.0,3,3,3,3,5,1,1,2,2,1,1,2,1,2,,,,2,,2,4,3,3,988888,999999,4,1,2,2,2,2,2,1,2,2,2,1,4,49.59
1860,121,1885,8,NAUTLA,AV SAN LORENZO,,1,32,1,9017,BENITO JUAREZ,,,2,9007,CASA BLANCA,,,5,8,17,30,17,50,2,0.0,,2,0.0,,1.0,4,4,4,3,5,2,2,2,2,1,2,2,2,2,,,,2,,1,5,4,3,999999,999999,9,1,2,4,1,2,2,1,2,2,2,2,6,110.42
1861,124,1937,6,SANTA CRUZ MEYEHUALCO,CALLE 39,,1,18,1,9007,RENOVACION,,,4,9007,SANTA CRUZ,,,3,4,9,50,10,10,2,0.0,,2,0.0,,1.0,3,4,4,3,7,2,2,2,2,2,2,2,2,2,,,,2,,2,4,3,3,988888,999999,9,1,2,4,1,2,2,2,2,2,2,1,4,87.15
1862,123,1922,11,EL VERGEL,INSURGENTES,,1,25,1,9007,LAS TORRES,,,2,9007,SANTA CRUZ,,,4,1,15,15,15,50,2,0.0,,2,0.0,,1.0,4,4,4,4,1,1,1,1,2,1,1,1,1,2,,,,2,,1,5,4,3,50,4000,3,1,2,4,1,1,2,2,2,2,2,2,4,53.13
1863,124,1945,14,SANTA CRUZ,CALLE 39,,1,25,1,9007,STA CRUZ,,,5,9007,STA CRUZ,,,5,10,20,1,20,25,2,0.0,,2,0.0,,2.0,4,4,4,4,10,1,1,2,2,1,2,2,2,2,,,,2,,2,4,3,3,50,5000,3,1,2,4,2,2,2,2,2,2,2,2,4,87.15
1864,78,1165,10,SAN MIGUEL,SAN ANGEL,LEONA VICARIO,1,33,2,9005,SAN JUAN DE ARAGON,AV. 6-8,AV. 6-13,1,9005,AMPLIACION MALACATE,AMAPOLAS,BRISAS,3,2,17,20,18,40,1,1.0,4.0,2,0.0,,2.0,1,1,3,2,1,2,1,2,2,1,1,2,1,2,,,,1,1.0,1,5,3,1,20,999999,3,1,2,1,2,2,2,2,2,2,2,2,4,13.74
1865,77,1148,13,BAJA CALIFORNIA,BAJA CALIFORNIA,MONTERREY,1,64,2,9015,SANTA MARIA,,,2,9015,ROMA,,,4,1,13,45,14,20,2,0.0,,2,0.0,,2.0,1,1,2,2,7,1,2,1,1,2,1,2,1,1,2.0,9.0,1.0,2,,1,4,3,3,90,3000,2,1,2,4,2,2,1,2,2,2,2,2,1,74.5
1866,78,1158,3,SAN MIGUEL,SAN MIGUEL,SAN ANGEL,1,39,1,9005,MALACATES,,,5,9005,MALACATES,,,3,6,10,30,10,55,2,0.0,,2,0.0,,2.0,1,1,8,1,2,2,2,2,2,1,1,2,1,1,2.0,7.0,1.0,2,,1,4,3,3,988888,999999,9,1,2,4,2,2,2,2,2,2,2,2,3,13.74
1867,79,1184,18,MIGUEL LERDO DE TEJADA,JUVENTINO ROSAS,,1,31,2,9005,FORESTAL,,,1,9005,EL TEPETATAL,,,1,2,20,0,21,0,2,0.0,,2,0.0,,2.0,4,4,4,4,1,2,1,2,2,1,2,2,2,1,3.0,1.0,1.0,1,1.0,1,5,4,3,50,5000,3,1,2,1,2,2,2,2,2,2,2,1,4,18.0
1868,80,1189,4,DARIO FERNANDEZ,ROBERTO PEDRAZA,,1,17,1,9005,ARBOLITO,,,7,9005,BARRIO ALTO,,,4,6,9,0,10,0,1,3.0,4.0,2,0.0,,2.0,1,1,1,2,8,1,1,1,1,1,1,1,1,2,,,,2,,1,5,4,3,50,4000,3,1,2,1,1,2,2,2,2,2,2,2,6,27.57
1869,76,1113,19,DR. IGNACIO MORONES PRIETO,DRF. JOSE MARIA VERTIZ,DR. IGNACIO M. PRIETO,1,20,4,9015,BUENOS AIRES,,,1,9015,DOCTORES,,,5,4,14,0,15,30,2,0.0,,2,0.0,,2.0,1,2,2,1,7,2,1,2,2,1,2,1,2,2,,,,2,,1,7,4,3,200,999999,9,1,2,4,2,2,1,2,2,2,2,2,4,29.68
1870,76,1114,20,DR. IGNACIO MORONES PRIETO,DR. IGNACIO M PRIETO,DR. JOSE MARIA VERTIZ,1,30,6,9015,BUENOS AIRES,,,1,9015,DOCTORES,,,5,7,14,0,15,30,2,0.0,,2,0.0,,2.0,1,2,1,2,7,2,1,2,2,2,2,2,2,2,,,,2,,1,7,4,3,200,999999,9,1,2,4,2,2,2,2,2,2,2,2,4,29.68
1871,76,1116,22,DR. IGNACIO MORONES PRIETO,DR. MORALES PRIETO,DR. JOSE MARIA VERTIZ,1,26,1,9015,DOCTORES,,,5,9015,PUEBLA,,,4,7,15,20,16,0,2,0.0,,2,0.0,,2.0,4,4,3,4,7,1,1,2,2,2,2,2,2,2,,,,2,,2,5,4,3,250,999999,9,1,2,4,2,2,2,2,2,2,2,2,6,29.68
1872,82,1221,1,JAIME NUNO,JAIME NUNO,FRANCISCO VILLA,1,50,2,9005,,,,1,9005,,,,5,2,6,10,7,30,1,1.0,2.0,2,0.0,,2.0,1,1,1,1,4,2,1,2,2,1,1,1,2,2,,,,1,1.0,1,3,2,6,200,999999,2,1,2,4,2,2,2,2,2,2,2,1,4,59.58
1873,82,1227,7,JAIME NUNO,JAIME NUNO,FRANCISCO VILLA,1,19,2,9005,,,,4,9005,,,,4,4,10,17,10,25,2,0.0,,2,0.0,,1.0,4,4,4,4,7,2,2,2,2,2,2,2,2,2,,,,2,,1,5,3,2,999999,999999,2,1,2,4,2,2,2,2,2,2,2,2,4,59.58
1874,82,1222,2,JAIME NUNO,FRANCISCO VILLA,,1,44,1,9005,,,,4,9005,,,,5,2,8,40,9,0,2,0.0,,2,0.0,,2.0,4,4,4,4,1,2,1,2,2,2,1,2,2,2,,,,1,1.0,1,3,2,6,988888,999999,3,1,2,4,2,2,2,2,2,2,2,2,4,59.58
1875,81,1213,13,EMILIANO ZAPATA,LAZARO CARDENAS,GUADALUPE VICTORIA,1,54,1,9005,EL CARMEN,2DA CERRADA TENOCHTITLAN,HANK GONZALEZ,2,9015,CENTRO,LOPEZ,VIZCAINAS,4,1,11,0,12,0,2,0.0,,1,2.0,7.0,1.0,1,1,3,1,10,1,1,2,1,2,2,2,2,2,,,,1,2.0,1,5,4,3,200,999999,2,1,2,1,2,2,2,2,2,2,2,2,4,84.7
1876,81,1216,16,EMILIANO ZAPATA,LAZARO CARDENAS,GUADALUPE VICTORIA,1,26,4,9005,ZONA ESCOLAR,LAZARO CARDENAS,,1,9005,ZONA ESCOLAR,GUADALUPE VICTORIA,AV. DEL CASTILLO,5,2,14,0,14,50,1,1.0,1.0,2,0.0,,1.0,4,4,4,4,8,1,2,2,2,1,2,1,2,2,,,,1,1.0,2,5,4,3,20,999999,4,1,2,1,2,2,2,2,2,2,2,2,4,84.7
1877,81,1208,8,EMILIANO ZAPATA,LAZARO CARDENAS,GUSTAVO VICENTE,1,52,1,9005,LA VILLA,,,4,9005,LINDAVISTA,,,4,4,9,20,9,26,1,1.0,4.0,2,0.0,,1.0,4,4,4,4,7,1,1,1,1,1,1,1,1,2,,,,2,,1,3,2,6,200,999999,9,1,2,4,2,2,2,2,2,2,2,2,6,84.7
1878,85,1271,6,PONIENTE 134,NORTE 23 A,AV. 100 METROS,1,23,2,9005,PONIENTE 140,MANZANA 2,NORTE 31 A,2,9005,PONIENTE 140,NORTE 31 A,PONIENTE 140,4,8,11,10,11,40,2,0.0,,1,2.0,6.0,1.0,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1.0,3.0,2.0,1,1.0,1,4,3,3,250,1000,1,1,2,2,1,2,2,2,2,2,2,2,4,39.3
1879,83,1252,18,SANTIAGO ATEPETLAC,CALLE 29,CALLE 1,1,52,2,9005,,AV ACUEDUCTO,CASA BLANCA CON NEGRO,1,9005,GUADALUPE PROLETARIA,TIENDA A UN LADO,,5,2,17,5,17,35,1,1.0,2.0,2,0.0,,2.0,4,4,4,4,2,2,2,2,2,1,1,2,1,2,,,,2,,1,5,4,3,130,5000,3,1,2,4,1,2,2,2,2,2,2,1,1,50.48
1880,83,1237,3,SANTIAGO ATEPETLAC,CALLE 29,CALLE 1,1,38,1,9005,AMPLIACION GUADALUPE PROLETARIA,,,3,9005,AMP GUADALUPE PROLETARIA,,,4,5,8,30,8,50,2,0.0,,2,0.0,,1.0,4,4,4,4,1,2,2,2,2,2,2,2,2,2,,,,2,,2,3,2,6,120,1500,2,1,2,1,2,2,2,2,2,2,2,1,4,50.48
1881,87,1306,6,FERNANDO AMILPA,ENRIQUE TORRES,FERNANDO AMILPA,1,40,7,9005,GABRIEL HERNANDEZ,,,2,9005,CTM RISCO,,,5,1,6,15,9,50,2,0.0,,2,0.0,,1.0,1,1,9,1,8,1,2,2,1,2,1,1,1,1,3.0,3.0,2.0,1,1.0,1,7,4,3,100,999999,3,1,2,2,2,2,2,2,2,2,1,2,4,37.11
1882,86,1288,6,ACUEDUCTO DE GUADALUPE,AV. RIO DE LOS REMEDIOS,,1,28,2,9005,LAZARO CARDENAS,AV. LA PRESA,,2,9005,,,,1,8,10,30,10,50,2,0.0,,2,0.0,,1.0,1,2,2,1,10,2,2,2,2,1,2,2,2,2,,,,2,,1,4,3,3,200,999999,2,1,2,2,1,2,2,2,2,2,2,2,4,72.46
1883,90,1376,21,LAZARO CARDENAS,PONIENTE 112,MONTEVIDEO,1,43,1,9005,SALVADOR DIAZ,ORIENTE 153,155,2,9005,PANAMERICANA,PONIENTE 112,112,4,1,12,0,12,30,2,0.0,,2,0.0,,2.0,1,1,1,1,4,1,1,2,1,1,1,2,1,1,2.0,3.0,2.0,1,1.0,2,5,4,3,50,6000,3,1,2,4,1,2,1,1,2,2,2,2,4,26.68
1884,90,1396,41,LAZARO CARDENAS,PONIENTE 112,MONTEVIDEO,1,19,1,9002,NUEVA SANTA MARIA,COCOTEROS,GALVES,3,9005,ZACATENCO,MIGUEL BERNAL,WILFRIDO,4,3,15,30,16,50,2,0.0,,2,0.0,,1.0,3,3,4,4,7,1,1,2,1,1,1,2,1,1,2.0,1.0,2.0,2,,2,5,4,3,150,999999,2,1,2,4,2,2,2,2,2,2,2,2,4,26.68
1885,90,1394,39,LAZARO CARDENAS,PONIENTE 112,MONTEVIDEO,1,28,2,9015,PERALVILLO,MONTEVIDEO,31A,1,9005,LA VILLA,,,4,2,15,30,16,5,2,0.0,,2,0.0,,2.0,4,1,1,1,3,2,1,2,2,1,1,2,1,2,,,,1,1.0,1,5,4,3,150,999999,3,1,2,4,2,2,2,2,2,2,2,2,6,26.68
1886,90,1385,30,LAZARO CARDENAS,PONIENTE 112,MONTEVIDEO,1,30,2,9005,CAPULTITLAN,PONIENTE 112,AVENIDA IPN,2,9005,CAPULTITLAN,PONIENTE 118,PONIENTE 116,4,8,13,30,14,15,1,2.0,3.0,2,0.0,,1.0,3,1,1,1,3,2,2,2,2,2,2,2,2,2,,,,1,1.0,1,5,4,3,100,999999,3,1,2,4,2,2,2,2,2,2,2,2,4,26.68
1887,90,1366,11,LAZARO CARDENAS,PONIENTE 112,MONTEVIDEO,1,63,1,9005,DEFENSORES DE LA REPUBLICA,PONIENTE 108,PONIENTE 110,2,9005,DEFENSORES DE LA REPUBLICA,PONIENTE 108,PONIENTE 110,5,1,9,40,10,20,2,0.0,,2,0.0,,1.0,1,4,4,4,4,2,2,2,2,2,2,2,2,2,,,,1,1.0,1,5,3,2,300,6000,3,1,2,4,2,2,2,2,2,2,2,2,4,26.68
1888,88,1326,5,ACUEDUCTO DE GUADALUPE,ACUEDUCTO DE GUADALUPE,AXAYAC,1,32,2,9005,ARAGON,,,1,9005,VILLA,,,1,2,10,0,11,0,1,3.0,1.0,2,0.0,,2.0,2,1,4,4,1,2,1,2,2,2,2,1,2,2,,,,1,1.0,1,3,2,6,300,999999,2,1,2,1,2,2,1,2,1,2,2,2,4,26.89
1889,88,1323,2,ACUEDUCTO DE GUADALUPE,ACUEDUCTO DE GUADALUPE,,1,15,7,9005,LINDAVISTA,,,7,9005,VILLA,,,1,6,8,0,8,15,2,0.0,,2,0.0,,2.0,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1.0,9.0,1.0,2,,1,5,4,3,100,999999,9,1,2,1,2,2,1,2,1,2,2,2,4,26.89
1890,88,1329,8,ACUEDUCTO DE GUADALUPE,ACUEDUCTO,AXAYACTL,1,25,1,9005,SAN FELIPE,,,2,9005,VILLA,,,4,1,11,30,12,50,2,0.0,,2,0.0,,1.0,1,4,4,4,4,2,1,2,2,1,2,2,1,2,,,,1,1.0,2,5,4,3,200,4000,3,1,1,4,2,2,2,2,2,2,2,2,1,26.89
1891,88,1335,14,ACUEDUCTO DE GUADALUPE,ACUEDUCTO DE GUADALUPE,AXAYACATL,1,59,2,9005,ARAGON,,,1,9005,VILLA,,,5,2,18,0,18,16,2,0.0,,2,0.0,,1.0,1,1,4,4,1,2,2,2,2,2,1,2,1,2,,,,2,,1,4,3,3,30,999999,2,1,2,1,2,2,2,2,2,2,2,2,4,26.89
1892,89,1354,12,RIO BAMBA,MONTEVIDEO,,1,31,4,9005,LINDAVISTA,,,1,9005,JORGE NEGRETE,,,5,2,17,17,17,40,2,0.0,,2,0.0,,1.0,1,1,3,3,1,2,2,2,2,1,2,2,2,2,,,,2,,1,5,4,3,250,999999,4,1,2,1,2,1,2,2,2,2,2,1,6,47.72
1893,91,1405,2,LEON DE LOS ALDAMA,OCTUMBA,,1,56,3,9005,VALLE DE ARAGON,VALLE DE ARAGON,,1,9005,NUEVA ATZACOALCO,ACTUMBA,COLAGUA,1,2,6,30,7,15,2,0.0,,2,0.0,,1.0,3,4,4,4,7,2,1,2,2,1,1,1,1,2,,,,1,1.0,1,4,3,3,200,999999,3,1,2,1,2,2,2,2,2,2,2,1,6,164.5
1894,92,1443,21,EDUARDO MOLINA,FRAY SEBASTIAN DE APARICIO,,1,34,1,9005,SAN FELIPE,,,2,9005,ATOYAC,,,4,1,13,20,14,10,2,0.0,,2,0.0,,2.0,4,1,2,2,1,1,1,1,1,1,1,1,1,1,2.0,9.0,1.0,1,1.0,1,4,3,3,30,4000,3,1,2,1,2,2,2,2,2,2,2,1,1,15.21
1895,92,1429,7,EDUARDO MOLINA,FRAY SEBASTIAN APARICIO,,1,60,1,9005,CONSTITUCION DE LA REPUBLICA,,,4,9005,NUEVA AZCAPOTZALCO,,,4,4,9,50,10,20,2,0.0,,2,0.0,,8.0,4,1,4,4,10,2,2,1,2,1,1,2,1,2,,,,1,1.0,1,4,3,3,988888,6000,3,1,2,4,2,2,2,2,2,2,2,2,1,15.21
1896,92,1461,39,EDUARDO MOLINA,FRAY SEBASTIAN DE APARICIO,,1,49,2,9005,VASCO DE QUIROGA,,,7,9005,VASCO DE QUIROGA,,,4,4,18,35,19,15,2,0.0,,2,0.0,,2.0,4,1,4,4,8,1,1,1,2,1,1,1,2,2,,,,1,1.0,1,4,3,3,50,5000,3,1,2,1,2,2,2,2,2,1,2,1,1,15.21
1897,91,1422,19,LEON DE LOS ALDAMA,OCTUMBA,,1,27,1,15033,GRANJAS VALLE DE GUADALUPE,,,2,9005,CAMPESTRE ARAGON .,,,1,1,10,0,11,30,2,0.0,,2,0.0,,1.0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,,,,2,,2,4,3,3,100,7000,4,1,2,4,1,2,2,2,2,2,2,2,4,164.5
1898,87,1318,18,FERNANDO AMILPA,FERNANDO AMILPA,ENRIQUE TORRES,1,17,3,9005,CTM RISCO,,,1,15104,A. IXHUATEPEC,,,5,3,14,0,17,0,2,0.0,,2,0.0,,1.0,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2.0,7.0,1.0,2,,1,5,3,2,50,999999,9,1,2,1,2,2,2,2,2,2,2,2,4,37.11
1899,87,1320,20,FERNANDO AMILPA,FERNANDO AMILPA,ENRIQUE PEDRAZA,1,23,2,9002,NORTE 59,,,5,9005,CTM RISCO,,,5,10,17,30,17,59,2,0.0,,2,0.0,,2.0,1,3,3,3,7,2,2,1,2,2,1,2,2,2,,,,1,2.0,1,5,3,2,20,1000,1,1,2,4,1,2,2,2,2,2,2,2,4,37.11
1900,88,1324,3,ACUEDUCTO DE GUADALUPE,ACUEDUCTO DE GUADALUPE,,1,55,1,9005,AND VALLEJO,,,2,9005,VILLA,,,2,1,8,45,9,20,2,0.0,,2,0.0,,1.0,4,4,4,4,1,2,1,2,2,2,2,2,2,2,,,,1,2.0,1,3,2,6,120,3000,2,1,2,1,2,2,2,2,2,2,2,2,4,26.89
1901,95,1522,17,JOSE LORETO FABELA,PUERTO TAMPICO,PUERTO MAZATLAN,1,30,2,9005,CAMPESTREN ARAGON,,CAMINO SUR,5,9005,2DA SECCION SAN JUAN DE ARAGON,500,,4,8,17,30,20,30,2,0.0,,2,0.0,,1.0,4,4,4,4,1,1,1,1,2,1,2,2,1,1,2.0,3.0,2.0,1,1.0,1,5,4,3,200,3600,3,1,2,4,2,2,2,2,2,2,2,1,4,79.95
1902,94,1491,6,FERROCARRIL HIDALGO HIDALGO,VICTORIA,,1,52,2,9005,GPE TEPEYAC,ZARA,CONMO FORD,1,9005,GPE TEPEYAC,ZARA,CONMO FORD,1,2,13,40,14,0,1,1.0,2.0,2,0.0,,1.0,2,3,3,8,3,2,2,2,2,2,2,2,2,2,,,,1,1.0,1,4,3,3,50,3000,2,1,2,1,2,1,2,2,1,2,2,1,3,110.99
1903,6,51,2,PASEO DEL PEDREGAL,DE LA LAVA,DE LA LAVA,1,36,1,9010,PEDREGAL,CATARATAS,MONTA?A,7,9010,COPILCO,AV REVOLUCION,,5,6,8,26,8,50,2,0.0,,2,0.0,,2.0,1,1,1,1,8,1,1,1,2,1,1,2,2,2,,,,2,,2,8,5,5,0,999999,9,1,2,4,2,1,2,2,2,2,2,1,3,27.53
1904,1,7,7,CAMINO REAL A TOLUCA,SUR 122,,1,43,1,9010,LIBERACION PROLONGACION,POZO HONDO,CANA VERDE,7,9014,CENTRO,,,5,5,11,30,11,50,2,0.0,,2,0.0,,2.0,4,1,1,1,1,1,1,1,2,1,1,2,2,1,1.0,9.0,2.0,2,,1,3,2,6,999999,988888,9,4,2,4,2,2,2,2,2,2,2,2,4,39.18
